"rank","model_id","display_name","organization","tier","editorial_score","primary_category","parameter_scale","image_understanding_1_5","ocr_1_5","document_understanding_1_5","grounding_boxes_points","segmentation_masks","gui_action_planning","image_generation_or_editing","video_understanding","multi_image","tool_calling","targeted_action_support","targeted_action_types","best_for","local_hardware_guidance","recommended_runtime","license_id","commercial_use","commercial_conditions","public_weights","access_gate","official_publisher_repo","downloads_hf_30d_snapshot","likes_hf_snapshot","last_modified","model_url","license_url","verification_date","caution"
"62","OpenGVLab/InternVL2_5-8B","InternVL2_5-8B","OpenGVLab","B","82.1","VLM כללי מתקדם","8B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","42269","106","2025-03-25","https://huggingface.co/OpenGVLab/InternVL2_5-8B","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"63","OpenGVLab/InternVL2_5-4B","InternVL2_5-4B","OpenGVLab","B","81.9","VLM כללי מתקדם","4B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","449166","58","2025-09-11","https://huggingface.co/OpenGVLab/InternVL2_5-4B","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"64","OpenGVLab/InternVL2_5-2B","InternVL2_5-2B","OpenGVLab","B","81.6","VLM כללי מתקדם","2B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","56961","35","2025-03-25","https://huggingface.co/OpenGVLab/InternVL2_5-2B","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"65","OpenGVLab/InternVL2_5-1B","InternVL2_5-1B","OpenGVLab","B","81.3","VLM כללי מתקדם","1B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","חלקי","ישיר","קואורדינטות/תיבות, grounding, OCR ופלט מובנה","OCR, מסמכים, תרשימים, תמונות ברזולוציה גבוהה והשוואת תמונות","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","9138","69","2025-09-11","https://huggingface.co/OpenGVLab/InternVL2_5-1B","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"66","llava-hf/llava-v1.6-mistral-7b-hf","llava-v1.6-mistral-7b-hf","llava-hf","B","81.1","VLM כללי","7B","4","4","4","חלקי","לא","חלקי","לא","חלקי","כן","חלקי","עקיף","תיאור ופלט מובנה; הפעלה באמצעות כלי חיצוני","שאלות חזותיות, תיאור תמונות והבנה כללית","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","695197","313","2025-12-22","https://huggingface.co/llava-hf/llava-v1.6-mistral-7b-hf","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"67","llava-hf/llava-onevision-qwen2-0.5b-ov-hf","llava-onevision-qwen2-0.5b-ov-hf","llava-hf","B","80.8","VLM כללי מתקדם","0.5B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","916828","58","2025-06-18","https://huggingface.co/llava-hf/llava-onevision-qwen2-0.5b-ov-hf","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"68","HuggingFaceTB/SmolVLM2-2.2B-Instruct","SmolVLM2-2.2B-Instruct","HuggingFaceTB","B","80.5","VLM קטן/Edge","2.2B","3","3","3","חלקי","לא","לא","לא","כן","כן","חלקי","עקיף","פלט טקסט מובנה והכוונת כלי חיצוני","חומרה חלשה, Edge, אב־טיפוס מהיר ותיאור תמונה/וידאו","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","272957","330","2025-04-08","https://huggingface.co/HuggingFaceTB/SmolVLM2-2.2B-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"69","HuggingFaceTB/SmolVLM2-500M-Video-Instruct","SmolVLM2-500M-Video-Instruct","HuggingFaceTB","B","80.2","VLM קטן/Edge","500M","3","3","3","חלקי","לא","לא","לא","כן","כן","חלקי","עקיף","פלט טקסט מובנה והכוונת כלי חיצוני","חומרה חלשה, Edge, אב־טיפוס מהיר ותיאור תמונה/וידאו","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","1458232","170","2025-04-08","https://huggingface.co/HuggingFaceTB/SmolVLM2-500M-Video-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"70","HuggingFaceTB/SmolVLM2-256M-Video-Instruct","SmolVLM2-256M-Video-Instruct","HuggingFaceTB","B","80","VLM קטן/Edge","256M","3","3","3","חלקי","לא","לא","לא","כן","כן","חלקי","עקיף","פלט טקסט מובנה והכוונת כלי חיצוני","חומרה חלשה, Edge, אב־טיפוס מהיר ותיאור תמונה/וידאו","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","53633","113","2025-04-08","https://huggingface.co/HuggingFaceTB/SmolVLM2-256M-Video-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"71","HuggingFaceTB/SmolVLM-500M-Instruct","SmolVLM-500M-Instruct","HuggingFaceTB","מומחה","79.7","VLM קטן/Edge","500M","3","3","3","חלקי","לא","לא","לא","כן","כן","חלקי","עקיף","פלט טקסט מובנה והכוונת כלי חיצוני","חומרה חלשה, Edge, אב־טיפוס מהיר ותיאור תמונה/וידאו","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","430938","196","2025-04-08","https://huggingface.co/HuggingFaceTB/SmolVLM-500M-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"72","HuggingFaceTB/SmolVLM-256M-Instruct","SmolVLM-256M-Instruct","HuggingFaceTB","מומחה","79.4","VLM קטן/Edge","256M","3","3","3","חלקי","לא","לא","לא","כן","כן","חלקי","עקיף","פלט טקסט מובנה והכוונת כלי חיצוני","חומרה חלשה, Edge, אב־טיפוס מהיר ותיאור תמונה/וידאו","CPU/Edge או 4–8GB VRAM","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","990627","397","2025-04-08","https://huggingface.co/HuggingFaceTB/SmolVLM-256M-Instruct","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"73","Qwen/Qwen3.5-0.8B","Qwen3.5-0.8B","Qwen","מומחה","79.2","VLM כללי מתקדם","0.8B","5","5","5","כן","חלקי","חלקי","לא","כן","כן","כן","ישיר","קואורדינטות, תיבות, הצבעה, פלט מובנה ותכנון שימוש בכלים","הבנת תמונה כללית, מסמכים, OCR, תרשימים, וידאו וסוכנים חזותיים","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers או vLLM; בדוק GGUF/Ollama/llama.cpp לגרסה תואמת","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","2953099","665","2026-03-02","https://huggingface.co/Qwen/Qwen3.5-0.8B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"74","microsoft/Florence-2-large-ft","Florence-2-large-ft","microsoft","מומחה","78.9","ראייה ממוקדת/grounding","0.77B","4","5","4","כן","כן","לא","לא","לא","לא","לא","ישיר","captioning, OCR, תיבות, grounding, זיהוי ואזורים/מסכות","איתור, תיוג, OCR, קואורדינטות וסגמנטציה ממוקדת","CPU/Edge או 4–8GB VRAM","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","22663","389","2025-08-04","https://huggingface.co/microsoft/Florence-2-large-ft","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"75","microsoft/Florence-2-large","Florence-2-large","microsoft","מומחה","78.6","ראייה ממוקדת/grounding","0.77B","4","5","4","כן","כן","לא","לא","לא","לא","לא","ישיר","captioning, OCR, תיבות, grounding, זיהוי ואזורים/מסכות","איתור, תיוג, OCR, קואורדינטות וסגמנטציה ממוקדת","CPU/Edge או 4–8GB VRAM","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","713673","1845","2025-08-04","https://huggingface.co/microsoft/Florence-2-large","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"76","microsoft/Florence-2-base-ft","Florence-2-base-ft","microsoft","מומחה","78.4","ראייה ממוקדת/grounding","0.23B","4","5","4","כן","כן","לא","לא","לא","לא","לא","ישיר","captioning, OCR, תיבות, grounding, זיהוי ואזורים/מסכות","איתור, תיוג, OCR, קואורדינטות וסגמנטציה ממוקדת","CPU/Edge או 4–8GB VRAM","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","269712","145","2025-08-04","https://huggingface.co/microsoft/Florence-2-base-ft","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"77","microsoft/Florence-2-base","Florence-2-base","microsoft","מומחה","78.1","ראייה ממוקדת/grounding","0.23B","4","5","4","כן","כן","לא","לא","לא","לא","לא","ישיר","captioning, OCR, תיבות, grounding, זיהוי ואזורים/מסכות","איתור, תיוג, OCR, קואורדינטות וסגמנטציה ממוקדת","CPU/Edge או 4–8GB VRAM","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","2817797","392","2025-08-04","https://huggingface.co/microsoft/Florence-2-base","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"78","ByteDance-Seed/UI-TARS-1.5-7B","UI-TARS-1.5-7B","ByteDance-Seed","מומחה","77.8","סוכן GUI חזותי","7B","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","852403","587","2025-04-18","https://huggingface.co/ByteDance-Seed/UI-TARS-1.5-7B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"79","ByteDance-Seed/UI-TARS-2B-SFT","UI-TARS-2B-SFT","ByteDance-Seed","מומחה","77.5","סוכן GUI חזותי","2B","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","6950","39","2025-01-25","https://huggingface.co/ByteDance-Seed/UI-TARS-2B-SFT","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"80","zai-org/AutoGLM-Phone-9B","AutoGLM-Phone-9B","zai-org","מומחה","77.3","סוכן GUI חזותי","9B","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers/vLLM או runtime ייעודי של היצרן","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","28196","442","2026-01-07","https://huggingface.co/zai-org/AutoGLM-Phone-9B","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"81","microsoft/Fara1.5-9B","Fara1.5-9B","microsoft","מומחה","77","סוכן GUI חזותי","9B","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","12–24GB VRAM; כימות 4-bit מתאים לרוב ל-8–12GB","Transformers/vLLM או runtime ייעודי של היצרן","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","16574","35","2026-07-27","https://huggingface.co/microsoft/Fara1.5-9B","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"82","Hcompany/Holo-3.1-35B-A3B","Holo-3.1-35B-A3B","Hcompany","מומחה","76.7","סוכן GUI חזותי","35B כולל / 3B פעילים","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","תחנת עבודה 48–80GB VRAM; בכימות לעיתים 24–48GB","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","92691","84","2026-06-26","https://huggingface.co/Hcompany/Holo-3.1-35B-A3B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"83","Hcompany/Holo-3.1-4B","Holo-3.1-4B","Hcompany","מומחה","76.5","סוכן GUI חזותי","4B","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","8–12GB VRAM או Apple Silicon; כימות מאפשר פחות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","8590","95","2026-06-26","https://huggingface.co/Hcompany/Holo-3.1-4B","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"84","thinkingmachines/Inkling","Inkling","thinkingmachines","מומחה","76.2","סוכן GUI חזותי","לא צוין בשם","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","110520","1733","2026-07-23","https://huggingface.co/thinkingmachines/Inkling","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"85","thinkingmachines/Inkling-Small","Inkling-Small","thinkingmachines","מומחה","75.9","סוכן GUI חזותי","לא צוין בשם","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","84102","359","2026-07-31","https://huggingface.co/thinkingmachines/Inkling-Small","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"86","meta-models/Muse-Glimmer-30B-assistant","Muse-Glimmer-30B-assistant","meta-models","מומחה","75.6","סוכן GUI חזותי","30B","4","4","3","כן","לא","כן","לא","חלקי","כן","כן","ישיר","click, type, scroll, drag וקואורדינטות על ממשק","הפעלת ממשקי מחשב/טלפון מתוך צילום מסך","תחנת עבודה 48–80GB VRAM; בכימות לעיתים 24–48GB","Transformers/vLLM או runtime ייעודי של היצרן","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","42047","56","2026-08-11","https://huggingface.co/meta-models/Muse-Glimmer-30B-assistant","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"87","zai-org/GLM-OCR","GLM-OCR","zai-org","מומחה","75.4","OCR/מסמכים","לא צוין בשם","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","3224667","1979","2026-05-19","https://huggingface.co/zai-org/GLM-OCR","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"88","baidu/Unlimited-OCR","Unlimited-OCR","baidu","מומחה","75.1","OCR/מסמכים","לא צוין בשם","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","3048228","4054","2026-07-29","https://huggingface.co/baidu/Unlimited-OCR","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"89","deepseek-ai/DeepSeek-OCR-2","DeepSeek-OCR-2","deepseek-ai","מומחה","74.8","OCR/מסמכים","לא צוין בשם","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","1453335","1080","2026-02-03","https://huggingface.co/deepseek-ai/DeepSeek-OCR-2","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"90","deepseek-ai/DeepSeek-OCR","DeepSeek-OCR","deepseek-ai","מומחה","74.6","OCR/מסמכים","לא צוין בשם","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","mit","כן","מתירני; שמירת הודעת זכויות והרישיון.","כן","הורדה פתוחה","כן","2306029","3338","2025-11-04","https://huggingface.co/deepseek-ai/DeepSeek-OCR","https://opensource.org/license/mit","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"91","datalab-to/chandra-ocr-2","chandra-ocr-2","datalab-to","מומחה","74.3","OCR/מסמכים","לא צוין בשם","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","openrail","כן, מותנה","מסחרי בכפוף להגבלות שימוש אחראי בנוסח OpenRAIL של המאגר.","כן","הורדה פתוחה","כן","2784841","476","2026-06-26","https://huggingface.co/datalab-to/chandra-ocr-2","https://www.licenses.ai/ai-pubs-open-rails","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"92","datalab-to/surya-ocr-2","surya-ocr-2","datalab-to","מומחה","74","OCR/מסמכים","לא צוין בשם","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","יש לבדוק את כרטיס המודל; תלוי במימוש ובכימות","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","openrail","כן, מותנה","מסחרי בכפוף להגבלות שימוש אחראי בנוסח OpenRAIL של המאגר.","כן","הורדה פתוחה","כן","1472283","93","2026-05-27","https://huggingface.co/datalab-to/surya-ocr-2","https://www.licenses.ai/ai-pubs-open-rails","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"93","stepfun-ai/GOT-OCR2_0","GOT-OCR2_0","stepfun-ai","מומחה","73.8","OCR/מסמכים","כ-0.58B","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","CPU/Edge או 4–8GB VRAM","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","671250","1550","2025-02-04","https://huggingface.co/stepfun-ai/GOT-OCR2_0","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
"94","lightonai/LightOnOCR-2-1B-bbox","LightOnOCR-2-1B-bbox","lightonai","מומחה","73.5","OCR/מסמכים","1B","3","5","5","כן","חלקי","לא","לא","לא","כן","לא","ישיר","חילוץ טקסט, טבלאות, נוסחאות, פריסה ולעיתים תיבות","OCR, PDF, טבלאות, נוסחאות והמרת מסמכים למבנה","CPU/Edge או 4–8GB VRAM","Transformers/קוד היצרן; לעיתים vLLM או ONNX לפי הכרטיס","apache-2.0","כן","מתירני; שמירת הודעות זכויות ורישיון.","כן","הורדה פתוחה","כן","12553","28","2026-06-29","https://huggingface.co/lightonai/LightOnOCR-2-1B-bbox","https://www.apache.org/licenses/LICENSE-2.0","2026-08-16","הדירוג מערכתי-מערכתי ואינו תחליף לבדיקת משימות; יש לקרוא את כרטיס המודל והרישיון לפני הפצה מסחרית."
